full_part_number,section,subsection,position_details
,High Density,Overall Dimensions,Pos1(): Fixed value
"77SDEHno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDEGVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDEGVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDAHno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDAHno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDAHno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDAHno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDAHVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDAHVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDAHVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDAHVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDAHVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDAHVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDAHVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDAHVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDAGno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDAGno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDAGno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDAGno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDAGVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDAGVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDAGVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDAGVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDAGVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDAGVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDAGVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDAGVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDBHno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDBHno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDBHno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDBHno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDBHVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDBHVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDBHVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDBHVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDBHVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDBHVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDBHVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDBHVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDBGno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDBGno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDBGno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDBGno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDBGVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDBGVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDBGVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDBGVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDBGVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDBGVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDBGVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDBGVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDCHno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDCHno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDCHno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDCHno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDCHVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDCHVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDCHVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDCHVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDCHVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDCHVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDCHVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDCHVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDCGno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDCGno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDCGno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDCGno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDCGVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDCGVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDCGVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDCGVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDCGVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDCGVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDCGVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDCGVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDDHno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDDHno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDDHno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDDHno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDDHVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDDHVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDDHVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDDHVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
